1680176611,168831,156 118 202 2496 166 4580 312 968 108 118 770 964 502 2902 584 1470 116 120 380 2864 584 1470 638 1414 608 792 1332 1436 1332 744 1302 2154 1360 1408 638 1438 638 2792 640
1680176611,168882,1326 2106 662 1412 662 730 638 764 612 748 1356 746 612 2818 662 1420 640 2836 638 1420 662 1412 666 736 1330 1410 1334 746 1360 2136 1316 1412 664 1418 638 2840 638
1680176611,168932,1358 2100 668 1434 640 696 692 740 638 720 1358 718 666 2800 666 1428 640 2792 668 1416 668 1426 664 720 1332 1408 1358 716 1342 2156 1318 1410 664 1420 640 2840 636
1680176611,168982,1356 2104 664 1410 664 720 664 720 666 726 1330 772 638 2822 636 1404 664 2796 664 1412 662 1414 662 720 1336 1456 1330 720 1356 2104 1340 1454 662 1412 662 2778 638
1680176611,169033,1328 2104 664 1422 640 760 638 724 664 716 1336 764 638 2798 664 1412 664 2802 664 1430 638 1412 690 692 1356 1412 1356 724 1352 2104 1356 1412 664 1412 664 2796 664
1680176611,169083,1366 2096 664 1416 664 720 664 722 640 762 1354 722 636 2800 664 1408 664 2798 664 1412 688 1384 664 728 1348 1412 1354 720 1352 2146 1316 1412 662 1420 662 2816 638
1680176611,169133,1380 2080 664 1414 664 722 664 718 664 714 1356 730 662 2816 636 1408 664 2796 664 1414 664 1410 662 720 1362 1430 1332 718 1380 2080 1366 1430 638 1410 688 2780 662
1680176611,169183,1352 2080 662 1412 664 720 688 704 662 718 1358 738 638 2800 664 1412 686 2780 662 1432 660 1388 688 692 1356 1412 1354 728 1348 2106 1356 1412 662 1412 662 2798 662
1680176611,169233,1378 2080 664 1412 662 732 662 738 660 704 1352 724 660 2818 636 1418 662 2816 638 1438 638 1442 638 744 1332 1434 1330 746 1312 2184 1290 1440 636 1446 612 2892 560
1680176611,169253,1224 2260 506 1570 504 878 504 880 504 912 478 126 548 950 304
1680176613,170434,346 3102 338 1554 524 1620 450 780 1294 1516 1306 724 1324 2128 1354 1412 664 1388 692 2766 674
1680176613,170486,1416 2074 642 1404 698 692 672 710 694 682 1364 724 674 2800 646 1404 696 2762 696 1384 670 1400 730 680 1376 1394 1334 712 1396 2074 1354 1418 698 1396 644 2784 672
1680176613,170536,1366 2108 700 1396 668 688 674 712 696 708 1388 688 666 2768 696 1378 694 2770 692 1384 692 1382 722 688 1356 1410 1358 714 1370 2106 1344 1406 668 1414 670 2810 642
1680176613,170586,1358 2104 668 1408 668 736 640 726 664 736 1332 720 664 2792 690 1414 636 2800 664 1412 664 1414 662 718 1358 1408 1362 740 1354 2110 1326 1418 662 1432 662 2798 636
1680176613,170636,1352 2106 664 1410 662 724 686 698 662 722 1346 722 686 2804 636 1414 662 2818 636 1416 664 1410 662 748 1338 1432 1324 720 1360 2138 1316 1414 660 1418 662 2792 662
1680176613,170686,1328 2106 666 1408 662 730 662 740 636 724 1354 722 662 2794 662 1424 660 2818 634 1410 662 1420 660 742 1350 1392 1354 732 1344 2130 1354 1390 660 1416 660 2822 660
1680176613,170736,1354 2104 640 1462 636 726 638 744 638 742 1330 756 614 2866 610 1436 638 2822 638 1440 638 1436 640 744 1332 1462 1280 768 1330 2130 1314 1480 610 1438 638 2830 612
1680176613,170787,1302 2132 636 1440 634 756 612 816 582 760 1316 776 610 2846 610 1450 610 2894 560 1462 634 1466 612 772 1300 1466 1304 772 1276 2182 1278 1490 612 1464 586 2874 610
1680176613,170837,1250 2182 608 1470 586 802 584 818 558 810 1266 802 608 2848 584 1500 584 2896 556 1514 560 1494 582 798 1276 1518 1252 822 1276 2210 1234 1536 532 1514 584 2884 556
1680176613,170887,524 88 612 2216 556 1564 506 826 558 854 532 846 1226 852 530 2902 558 1548 530 2924 532 1588 486 1544 532 878 506 126 564 1544 532 128 564 878 508 124 564 2264 504 134 558 1570 504 1570 504 2982 476
1680176613,170909,400 180 508 2372 316 1732 156 1234 368 1274 102 1652 156 1254 106
1680176614,171436,158 472 260 1778 318 2266 128 130 246 170 514 1766 306 1576 532 2900 558
1680176614,171488,1278 2180 584 1492 584 798 610 748 612 800 1296 748 638 2850 586 1464 612 2844 634 1448 610 1484 610 752 1322 1440 1328 758 1318 2134 1328 1438 612 1464 636 2822 636
1680176614,171539,1276 2182 586 1488 586 798 610 800 558 826 1252 798 608 2882 558 1536 558 2906 532 1538 530 1554 528 846 532 124 568 1544 504 126 592 1038 1038 2290 478 126 484 1676 350 1872 330 2958 102 126 274
1680176615,172489,396 122 566 2238 528 1550 512 946 454 854 532 954 426 204 464 850 554 2902 558 1544 532 2900 558 1518 558 1542 532 830 1246 1516 1250 834 1240 2182 1302 1440 636 1440 634 2850 610
1680176615,172541,1334 2122 638 1436 638 752 638 746 636 748 1320 748 640 2828 636 1414 660 2824 634 1442 634 1432 660 722 1352 1388 1380 696 1356 2104 1358 1410 688 1388 662 2796 690
1680176615,172591,1330 2100 670 1410 666 720 666 738 638 730 1346 722 686 2772 662 1420 662 2814 662 1386 664 1412 664 722 1364 1432 1326 720 1360 2136 1318 1412 664 1416 662 2792 662
1680176615,172612,1364 2098 688 1414 636 758 636 762 612 832 530 238 108
1680176615,172840,1348 2086 684 1386 660 732 662 740 660 702 1352 724 662 2816 638 1426 636 2842 634 1442 638 1438 614 766 1352 1438 1306 718 1380 2104 1316 1480 610 1436 640 2828 614
1680176615,172892,1302 2130 638 1438 638 744 638 772 610 748 1332 744 638 2854 586 1480 610 2828 612 1464 614 1482 612 772 1302 1466 1300 774 1278 2208 1252 1492 582 1598 478 2932 526
1680176617,174543,208 4022 404 1568 384 2884 260 126 252 1442 614 3084 372 1490 582 1474 588 786 1302 1462 1286 818 1304 2132 1300 1442 660 1410 662 2798 688
1680176617,174596,1364 2096 640 1436 664 724 642 740 664 714 1356 718 640 2818 666 1388 686 2796 664 1410 664 1410 662 722 1334 1440 1350 720 1340 2158 1316 1414 664 1410 640 2826 638
1680176617,174646,1330 2108 666 1402 666 720 662 720 664 728 1328 748 664 2812 638 1412 690 2770 692 1412 636 1416 640 746 1350 1418 1348 720 1344 2140 1328 1412 664 1422 640 2862 610
1680176617,174696,1352 2108 664 1384 686 730 630 768 638 726 1352 722 640 2840 638 1412 662 2802 636 1436 664 1436 638 720 1354 1412 1354 730 1344 2106 1356 1410 664 1412 664 2796 664
1680176617,174746,1326 2110 662 1408 664 730 638 760 638 718 1354 726 664 2792 660 1418 664 2790 662 1414 662 1420 662 720 1332 1458 1312 762 1330 2110 1350 1420 662 1430 638 2800 660
1680176617,174796,1354 2106 662 1436 636 722 662 720 664 728 1352 726 638 2872 610 1458 612 2820 640 1410 688 1386 664 724 1356 1414 1350 746 1314 2146 1330 1412 660 1414 662 2796 666
1680176617,174846,1356 2110 666 1410 664 740 636 720 666 746 1328 720 662 2798 662 1412 664 2800 664 1408 664 1414 662 720 1354 1418 1350 722 1338 2186 1290 1414 660 1414 660 2800 664
1680176617,174896,1332 2100 662 1412 662 726 664 720 668 718 1346 722 666 2820 636 1420 640 2838 638 1416 662 1414 640 764 1330 1436 1330 718 1358 2102 1366 1428 636 1412 664 2796 664
1680176617,174946,1362 2098 666 1410 664 722 664 718 664 722 1350 720 664 2822 644 1412 642 2836 636 1420 662 1414 640 764 1352 1414 1332 718 1356 2100 1342 1456 636 1410 662 2810 640
1680176617,174997,1300 2108 664 1408 662 730 660 740 636 726 1350 722 638 2816 664 1414 662 2800 664 1406 662 1414 662 750 1306 1466 1320 722 1342 2170 1302 1414 660 1438 638 2822 638
1680176617,175047,1340 2126 634 1436 640 754 634 722 662 740 1328 748 636 2796 662 1450 612 2868 610 1432 612 1474 614 784 1282 1464 1304 792 1304 2156 1300 1444 612 1460 636 2848 588
1680176617,175097,1276 2156 612 1470 612 794 588 764 612 770 1314 814 584 2824 636 1466 584 2874 610 1492 582 1496 558 800 1274 1472 1294 824 1262 2198 1250 1464 612 1490 584 2902 558
1680176617,175147,1276 2180 586 1496 592 814 586 768 586 826 556 154 524 814 610 2850 584 1490 584 2904 558 1492 608 1436 612 832 1242 1490 1276 778 1298 2182 1278 1464 636 1466 584 2852 610
1680176617,175197,1328 2130 636 1440 636 746 638 770 612 748 1330 746 636 2796 662 1418 662 2790 664 1412 664 1416 688 698 1376 1386 1358 744 1354 2080 1336 1458 664 1410 640 2800 668
1680176617,175247,1334 2096 670 1406 670 714 692 692 668 716 1356 716 696 2772 668 1400 668 2790 696 1406 642 1410 668 718 1352 1416 1352 716 1358 2100 1358 1410 666 1410 664 2796 688
1680176618,175297,1388 2076 662 1410 688 694 664 720 688 722 1352 700 662 2796 662 1410 688 2782 662 1432 660 1392 684 694 1356 1412 1354 732 1342 2104 1382 1386 664 1412 662 2798 662
1680176618,175347,1328 2106 686 1388 662 728 662 742 634 732 1342 726 684 2796 638 1448 636 2840 610 1446 636 1440 636 764 1302 1440 1332 742 1332 2154 1290 1482 610 1436 636 2824 638
1680176618,175376,1310 2152 586 1486 612 772 584 800 610 824 1250 826 532 2906 558 1540 530 2956 504 1702 350
1680176618,175548,452 316 260 2430 452 1634 426 920 478 908 454 902 504 190 476 926 478 2930 530 1570 504 2930 532 1544 532 1542 532 836 1240 1518 1250 830 1246 2210 1250 1516 558 1512 564 2874 610
