1680176493,50924,166 120 202 2046 106 118 82 1324 80 3038 104 118 278
1680176493,50971,536 1408 110 390 542 1810 370 906 166 120 226
1680176541,99520,1030 816 1278 824 1286 790 626 2876 622 1482 646 2888 590 1512 592 2876 630 1502 576 2934 592 2906 1272 1566 544 828 594 1538 544 832 590 1480 620 2916 572 4936 1288 782 1294 840 1280 820 568 2936 592 1512 592 2908 590 1512 596 2964 484 1618 518 2968 532 2986 1226 1524 536 894 542 1590 538 836 558 1518 586 2892 614 4976 1232 844 1284 820 1288 1122 234 3044 512 1562 512 2944 538 1646 482 2994 508 1544 586 2918 582 2924 1250 1550 540 1060 288 1738 422 942 502 1632 446 3056 330 5210 372 166 598 884 1204 1004 1118 852 542 2992 532 1544 112 120 326 2918 562 1540 560 3350 184 1624 432 2986 264 120 180 3012 164 122 890 1554 184 120 228 890 516 1784 268 886 558 1654 396 3034 532 5076 1164 878 1222 1084 998 878 464 3074 526 5018 166 120 252 1616 456 3124 108 120 208 1564 502 2972 562 2990 1226 1526 562 838 548 1804 112 1072 536 5306 308 4960 1148 1012 160 116 918 884 1226 924 486 3018 480 1542 326 3230 506 1574 166 118 254 3048 454 1648 472
1680176542,99641,1172 1672 464 928 114 2022 110 118 226 942 452 1626 424 3112 420 5078 184 342 644 1142 934 960 400 222 170 1254 508 2992 110 118 282 1788 334 2920 562 1682 420 2998 482 5180 428 3174 110 120 728 3260 264 1924 232 968 478 1624 114 9094 238 122 228 124 264 914 1146 1652 106 120 278 4538 160 5336 408 1766 394 3096 374 1950 230 3128 252 3224 480 366 162 1880 290 936 506 5314 102 3434 184 5266 262 122 598 1146 610 1300 104 138 156 306 416
1680176612,170389,264 1248 234 2270 510 1774 348 1172 230 1976 192 1084 262 1596 164 5694 236 3550 648 3258 206
1680176612,170467,298 1248 210 2292 406 1034 1174 844 562 1690 420 972 404 1540 160 124 260 2318 396 2318 594 2972 1222 3068 424
1680176612,170545,454 866 590 128 122 2028 478 990 1162 864 426 1940 246 934 454 1668 432 2420 400 2296 490 2984 1210 3152 380
1680176613,170631,286 2272 210 118 286 1160 824 1128 210 1840 122 1180 360 1956 256 2652 204 2288 114 3422 1144 2976 508
1680176613,170713,204 4328 460 1282 180 1894 208 3172 314 2400 400 2386 442 3130 106 120 546 124 202 3028 444
1680176619,177531,320 1228 256 2584 204 920 1174 840 532 1572 584 866 110 268 204 1464 584 2196 596 2430 394 2932 1222 3154 398
1680176620,177609,540 846 584 2184 572 862 1228 850 564 1616 462 864 522 1644 512 2278 154 188 168 2244 210 120 234 3004 1196 3174 346
1680176620,177685,482 1022 398 2212 540 964 1156 1062 374 1566 116 222 202 888 266 118 84 1610 562 2354 414 2226 544 2990 156 122 926 3096 310
1680176622,179647,174 5486 640 1352 230 2920 240 1856 184 280 80 2328 182 118 208
1680176622,179735,454 896 380 3802 160 118 390 116 538 882 402 1594 454 948 486 1566 562 2346 454 2510 156 3350 920 3114 450
1680176622,179811,372 872 504 2332 500 840 1226 966 480 1564 510 864 536 1572 532 2318 456 2328 510 2960 1228 2952 576
1680176622,179898,464 788 656 2186 618 788 1280 794 622 1510 592 808 576 1536 590 2206 572 2196 606 2928 1292 2878 624
1680176622,179963,494 832 584 2188 624 806 1292 782 578 1554 594 808 574 1530 590 2212 590 2210 592 2890 1308 2920 588
1680177934,1491851,570 122 404 1086 182 122 204 1192 122 1068 116 3424 208 3026 156 2586 106 118 256
1680177934,1492010,120 2186 282 1664 282 5412 254 2260 162 120 252 2182 294 2782 300 3080 424 3104 350
